age,balance,education,job,marital,month,previous,y
28,232,tertiary,self-employed,married,apr,0,no
38,730,secondary,blue-collar,married,apr,8,no
35,243,secondary,blue-collar,married,apr,0,no
34,-228,secondary,technician,married,apr,3,no
66,711,primary,retired,married,apr,0,no
25,147,primary,blue-collar,single,apr,2,no
48,440,secondary,services,married,apr,1,no
46,189,tertiary,management,married,apr,1,no
28,1011,secondary,blue-collar,single,apr,0,no
70,2575,secondary,retired,married,apr,0,yes
45,126,tertiary,management,married,apr,1,no
32,0,primary,blue-collar,married,apr,1,no
40,1386,secondary,blue-collar,married,apr,4,no
31,2929,primary,blue-collar,married,apr,3,no
34,4958,tertiary,housemaid,married,apr,2,no
39,18,secondary,services,married,apr,2,no
35,396,primary,blue-collar,married,apr,0,no
34,13683,secondary,blue-collar,single,apr,3,no
46,1147,secondary,blue-collar,married,apr,0,yes
46,338,secondary,blue-collar,single,apr,0,no
59,-423,secondary,admin.,single,apr,0,no
46,329,secondary,technician,married,apr,0,no
32,2974,tertiary,management,single,apr,0,no
27,619,secondary,admin.,single,apr,4,no
41,532,tertiary,technician,married,apr,1,no
37,99,secondary,services,single,apr,0,no
41,1522,secondary,blue-collar,married,apr,2,no
31,775,tertiary,management,single,apr,2,no
51,1153,secondary,technician,single,apr,0,no
59,196,primary,services,married,apr,0,no
34,856,secondary,blue-collar,married,apr,5,no
32,1819,secondary,technician,single,apr,2,no
59,258,tertiary,management,divorced,apr,1,no
32,4262,tertiary,management,single,apr,1,no
24,0,secondary,blue-collar,married,apr,4,no
35,62,tertiary,management,single,apr,0,yes
37,1529,primary,entrepreneur,married,apr,0,no
44,105,secondary,blue-collar,married,apr,0,yes
59,0,tertiary,housemaid,divorced,apr,2,no
34,318,secondary,entrepreneur,single,apr,2,no
28,1394,secondary,services,married,apr,0,no
54,303,secondary,retired,married,apr,2,no
26,52,primary,blue-collar,single,apr,2,no
32,1454,tertiary,technician,single,apr,1,no
40,2360,secondary,admin.,single,apr,0,no
38,31,unknown,admin.,single,apr,0,no
38,-349,secondary,services,married,apr,5,no
34,1161,secondary,technician,single,apr,1,no
43,1927,secondary,blue-collar,married,apr,1,no
34,965,secondary,blue-collar,married,apr,2,no
57,2961,primary,retired,married,apr,0,no
36,0,secondary,admin.,single,apr,0,no
36,0,secondary,blue-collar,married,apr,1,no
39,8637,primary,blue-collar,married,apr,1,no
59,0,tertiary,management,married,apr,0,yes
36,24,secondary,entrepreneur,married,apr,2,no
44,508,secondary,blue-collar,married,apr,1,no
34,565,secondary,blue-collar,single,apr,0,no
37,1941,primary,blue-collar,married,apr,0,no
55,5253,tertiary,management,divorced,apr,19,no
31,491,tertiary,management,married,apr,1,no
27,472,secondary,services,married,apr,0,no
33,151,secondary,technician,single,apr,6,no
43,701,secondary,blue-collar,married,apr,0,no
41,1314,primary,admin.,married,apr,1,no
28,1984,tertiary,blue-collar,single,apr,0,no
60,1914,secondary,admin.,married,apr,3,no
37,184,secondary,services,married,apr,3,no
41,241,primary,blue-collar,married,apr,1,no
34,470,secondary,blue-collar,married,apr,0,no
41,585,tertiary,technician,married,apr,0,no
38,0,secondary,self-employed,divorced,apr,0,no
42,1049,secondary,entrepreneur,single,apr,0,no
29,291,secondary,blue-collar,divorced,apr,0,no
50,881,secondary,blue-collar,divorced,apr,0,no
35,94,secondary,blue-collar,married,apr,0,no
59,287,tertiary,management,married,apr,8,no
46,348,secondary,services,divorced,apr,0,no
40,565,secondary,blue-collar,married,apr,0,no
20,330,unknown,student,single,apr,0,no
33,3458,secondary,blue-collar,married,apr,0,no
34,1352,secondary,admin.,single,apr,3,no
45,-443,primary,blue-collar,married,apr,0,yes
56,159,secondary,services,married,apr,0,no
39,1524,tertiary,technician,married,apr,0,yes
51,6700,tertiary,housemaid,married,apr,0,no
28,674,primary,blue-collar,married,apr,0,no
36,1925,primary,blue-collar,married,apr,0,yes
29,2378,secondary,blue-collar,married,apr,6,no
39,1165,secondary,blue-collar,married,apr,0,no
31,0,secondary,services,single,apr,0,no
34,1183,secondary,admin.,married,apr,0,no
35,1047,secondary,services,married,apr,0,no
35,-291,secondary,services,single,apr,0,no
36,4693,primary,blue-collar,married,apr,21,no
35,876,secondary,blue-collar,married,apr,0,no
32,3154,tertiary,management,married,apr,2,no
43,517,primary,blue-collar,married,apr,7,no
33,681,primary,blue-collar,married,apr,0,no
35,2123,tertiary,management,married,apr,3,no
44,-43,secondary,admin.,divorced,apr,0,no
54,1827,unknown,blue-collar,married,apr,1,no
50,1822,tertiary,management,married,apr,0,no
40,315,secondary,admin.,single,apr,0,no
55,462,secondary,blue-collar,divorced,apr,3,no
50,2015,secondary,services,divorced,apr,1,no
44,3060,secondary,blue-collar,married,apr,3,no
78,240,primary,retired,married,apr,0,yes
44,-865,secondary,technician,divorced,apr,0,no
39,3870,secondary,services,married,apr,0,no
46,859,primary,blue-collar,married,apr,0,no
35,598,secondary,self-employed,married,apr,0,no
40,825,tertiary,technician,single,apr,1,no
34,2798,primary,blue-collar,married,apr,0,no
39,56,secondary,blue-collar,married,apr,0,no
36,878,secondary,services,married,apr,0,no
37,2320,secondary,admin.,married,apr,1,no
40,283,tertiary,admin.,single,apr,4,no
35,424,secondary,admin.,single,apr,0,no
46,327,secondary,services,married,apr,0,no
42,2717,secondary,blue-collar,married,apr,2,no
43,314,secondary,blue-collar,married,apr,2,no
40,576,secondary,admin.,single,apr,0,no
37,43,tertiary,admin.,divorced,apr,2,no
30,322,secondary,blue-collar,married,apr,1,no
42,208,primary,blue-collar,married,apr,0,no
32,2,primary,blue-collar,married,apr,1,no
50,-1,secondary,blue-collar,divorced,apr,0,no
32,3052,secondary,admin.,married,apr,4,no
50,516,tertiary,management,divorced,apr,0,no
52,782,secondary,blue-collar,married,apr,0,no
31,631,secondary,blue-collar,married,apr,2,no
37,1127,secondary,technician,single,apr,0,no
32,3850,tertiary,technician,married,apr,0,no
33,35,secondary,blue-collar,married,apr,1,no
33,864,tertiary,management,married,apr,19,no
33,2184,secondary,services,married,apr,0,no
32,914,tertiary,management,single,apr,0,no
39,1457,tertiary,management,single,apr,0,no
37,1498,secondary,services,married,apr,0,no
28,387,tertiary,technician,single,apr,1,yes
28,39,secondary,student,single,apr,0,no
43,85,secondary,blue-collar,married,apr,5,no
51,-237,secondary,blue-collar,married,apr,2,no
33,10,tertiary,housemaid,married,apr,2,no
39,894,tertiary,management,married,apr,1,no
25,184,tertiary,technician,single,apr,0,no
35,155,secondary,services,single,apr,0,no
50,13,tertiary,self-employed,divorced,apr,0,yes
33,437,tertiary,management,single,apr,5,no
31,1660,secondary,blue-collar,married,apr,0,no
39,104,secondary,services,married,apr,6,no
31,648,secondary,blue-collar,single,apr,1,no
31,181,primary,services,single,apr,2,no
46,156,secondary,self-employed,married,apr,0,no
51,1016,primary,blue-collar,married,apr,0,no
25,538,tertiary,student,single,apr,0,no
28,967,secondary,management,single,apr,1,no
37,-296,secondary,admin.,single,apr,0,no
34,471,tertiary,management,divorced,apr,4,no
30,1165,secondary,admin.,married,apr,0,no
73,3203,tertiary,retired,divorced,apr,0,yes
37,2317,tertiary,admin.,single,apr,2,no
44,-337,primary,blue-collar,married,apr,0,no
28,1735,secondary,blue-collar,single,apr,0,no
40,4095,unknown,management,divorced,apr,0,no
54,1663,secondary,technician,divorced,apr,9,no
29,2269,tertiary,technician,single,apr,1,no
30,216,tertiary,entrepreneur,single,apr,0,no
34,606,tertiary,management,married,apr,0,yes
43,3689,secondary,services,married,apr,1,no
30,262,primary,blue-collar,married,apr,3,no
46,145,secondary,management,divorced,apr,5,no
31,587,tertiary,management,single,apr,0,no
35,2179,secondary,services,married,apr,0,no
32,3322,secondary,technician,married,apr,4,no
32,1148,secondary,blue-collar,married,apr,0,no
28,0,secondary,student,single,apr,0,yes
42,527,secondary,admin.,divorced,apr,0,yes
27,162,secondary,student,single,apr,0,no
32,299,secondary,admin.,single,apr,2,no
30,0,secondary,student,single,apr,0,no
43,1892,primary,blue-collar,married,apr,0,no
54,309,secondary,unemployed,divorced,apr,0,yes
36,832,tertiary,management,single,apr,0,no
27,4333,secondary,blue-collar,married,apr,0,yes
36,204,secondary,blue-collar,married,apr,0,no
44,1989,secondary,services,married,apr,0,no
48,1060,secondary,admin.,married,apr,3,no
38,0,secondary,entrepreneur,married,apr,1,no
40,2843,secondary,services,married,apr,1,no
38,28,secondary,technician,single,apr,0,no
34,0,secondary,technician,divorced,apr,2,no
25,319,secondary,student,single,apr,0,no
69,473,tertiary,retired,married,apr,0,no
32,1831,tertiary,management,single,apr,0,no
37,2235,secondary,blue-collar,single,apr,2,no
29,368,secondary,services,married,apr,0,no
47,1747,primary,housemaid,married,apr,0,no
36,20,tertiary,management,single,apr,3,no
35,703,tertiary,technician,married,apr,0,no
30,239,secondary,technician,married,apr,10,no
73,253,primary,retired,married,apr,0,yes
30,312,secondary,admin.,married,apr,0,no
37,222,secondary,management,married,apr,0,no
33,1,primary,blue-collar,single,apr,0,no
54,433,primary,blue-collar,married,apr,0,no
33,6807,tertiary,management,single,apr,0,yes
32,1306,tertiary,technician,single,apr,0,no
39,1035,secondary,management,married,apr,0,no
32,1214,secondary,technician,married,apr,0,no
45,757,primary,unemployed,divorced,apr,4,no
37,509,secondary,blue-collar,married,apr,0,no
58,1430,secondary,services,single,apr,5,no
37,264,secondary,technician,married,apr,1,no
31,1262,secondary,admin.,married,apr,0,no
37,3884,secondary,blue-collar,married,apr,0,no
35,398,secondary,blue-collar,single,apr,0,no
36,99,tertiary,entrepreneur,married,apr,0,no
37,250,primary,blue-collar,married,apr,1,no
33,187,secondary,services,single,apr,1,no
28,293,secondary,unemployed,married,apr,3,no
44,3373,unknown,blue-collar,married,apr,1,no
44,135,primary,blue-collar,married,apr,0,no
29,482,secondary,blue-collar,single,apr,0,no
43,5564,secondary,self-employed,married,apr,2,no
64,571,secondary,retired,married,apr,0,yes
42,334,secondary,technician,married,apr,9,no
38,1637,tertiary,management,single,apr,0,no
46,0,secondary,admin.,married,apr,2,no
38,1205,secondary,blue-collar,married,apr,1,no
51,83,tertiary,entrepreneur,married,apr,0,yes
34,375,secondary,blue-collar,single,apr,0,no
33,328,secondary,blue-collar,married,apr,9,no
45,13562,unknown,admin.,married,apr,0,no
49,2611,tertiary,technician,married,apr,0,yes
40,481,primary,blue-collar,married,apr,1,no
30,8826,secondary,technician,single,apr,3,no
45,21024,tertiary,management,married,apr,0,no
51,-895,secondary,admin.,married,apr,0,no
32,819,tertiary,management,single,apr,0,yes
34,1477,secondary,technician,single,apr,0,no
48,-110,secondary,services,married,apr,2,no
53,354,primary,blue-collar,married,apr,0,no
33,574,primary,unemployed,married,apr,0,no
35,1277,primary,blue-collar,single,apr,0,no
31,-235,tertiary,management,married,apr,0,no
34,745,secondary,blue-collar,married,apr,4,no
31,4,secondary,technician,single,apr,0,no
39,2357,tertiary,management,single,apr,1,no
21,3472,primary,student,single,apr,0,no
45,1757,secondary,services,single,apr,1,no
33,1968,secondary,technician,married,apr,0,yes
33,4790,secondary,technician,married,apr,2,no
53,90,secondary,management,married,apr,0,no
26,136,secondary,services,single,apr,0,yes
33,-267,secondary,blue-collar,married,apr,0,yes
32,1995,secondary,technician,single,apr,0,yes
34,1782,tertiary,management,married,apr,7,no
37,72,tertiary,management,single,apr,7,yes
48,2111,secondary,technician,married,apr,0,no
37,144,secondary,services,married,apr,0,no
38,7255,tertiary,management,married,apr,0,no
36,340,tertiary,management,married,apr,0,no
35,1011,tertiary,blue-collar,single,apr,1,no
29,1170,tertiary,management,single,apr,0,yes
32,472,secondary,blue-collar,married,apr,2,no
40,1530,primary,blue-collar,single,apr,1,no
58,739,secondary,services,divorced,apr,5,no
27,343,secondary,services,single,apr,1,no
37,489,tertiary,management,married,apr,0,no
37,630,secondary,technician,divorced,apr,0,no
33,-14,secondary,management,married,apr,0,no
48,3531,secondary,admin.,single,apr,6,no
53,352,secondary,retired,married,apr,0,no
56,9698,secondary,blue-collar,divorced,apr,0,no
27,191,secondary,blue-collar,married,apr,0,no
36,421,secondary,admin.,married,apr,3,no
33,1002,primary,blue-collar,married,apr,4,no
52,1440,secondary,blue-collar,married,apr,1,no
45,2406,primary,services,married,apr,0,no
34,2984,secondary,admin.,married,apr,0,no
42,1978,primary,blue-collar,married,apr,0,no
41,285,primary,blue-collar,divorced,apr,0,yes
42,636,primary,blue-collar,married,apr,0,no
60,2194,tertiary,retired,married,apr,9,no
39,0,secondary,services,single,apr,0,no
29,34,secondary,blue-collar,divorced,apr,0,no
39,535,secondary,blue-collar,married,apr,0,no
28,2925,tertiary,technician,married,apr,0,no
38,76,tertiary,management,married,apr,3,no
39,2298,tertiary,self-employed,single,apr,18,no
35,218,secondary,blue-collar,single,apr,0,no
48,116,secondary,services,married,apr,0,no
28,161,tertiary,technician,married,apr,0,no
37,-1006,secondary,services,married,apr,0,no
28,49,secondary,admin.,married,apr,0,no
49,603,tertiary,management,married,apr,0,no
29,313,secondary,blue-collar,married,apr,3,no
28,1687,secondary,blue-collar,married,apr,0,no
46,588,primary,blue-collar,married,apr,4,no
43,-287,secondary,services,divorced,apr,0,no
35,353,secondary,technician,single,apr,0,no
33,4040,secondary,management,married,apr,0,no
41,449,primary,blue-collar,married,apr,0,no
34,322,secondary,blue-collar,married,apr,0,no
45,675,primary,blue-collar,married,apr,0,no
22,890,secondary,technician,single,apr,0,no
30,3313,secondary,technician,single,apr,3,no
33,2358,secondary,services,divorced,apr,0,no
38,304,tertiary,technician,divorced,apr,0,no
32,48,secondary,services,single,apr,0,no
36,162,secondary,admin.,married,apr,0,no
33,526,secondary,blue-collar,married,apr,0,no
48,3287,secondary,unemployed,married,apr,1,no
38,387,secondary,services,married,apr,0,no
37,442,secondary,technician,single,apr,1,no
36,-289,secondary,housemaid,divorced,apr,0,no
40,384,tertiary,management,married,apr,2,no
37,56,secondary,blue-collar,married,apr,1,no
29,11968,tertiary,management,single,apr,0,no
40,759,tertiary,management,single,apr,5,no
35,2762,secondary,self-employed,married,apr,1,no
45,303,secondary,services,single,apr,0,no
30,275,tertiary,management,single,apr,0,no
34,482,tertiary,technician,single,apr,0,no
53,4793,primary,blue-collar,married,apr,5,no
34,0,secondary,blue-collar,married,apr,0,no
34,2279,tertiary,management,divorced,apr,4,no
55,499,secondary,admin.,married,apr,1,no
32,281,tertiary,entrepreneur,married,apr,2,no
32,950,secondary,blue-collar,married,apr,0,no
36,0,tertiary,management,married,apr,3,no
35,414,secondary,services,single,apr,2,no
42,550,primary,blue-collar,married,apr,0,no
31,-186,secondary,admin.,divorced,apr,0,no
32,0,tertiary,management,single,apr,0,no
57,2087,secondary,admin.,married,apr,1,no
37,504,secondary,blue-collar,married,apr,2,no
34,15841,primary,blue-collar,married,apr,0,no
46,596,secondary,admin.,single,apr,0,no
41,8902,tertiary,management,married,apr,5,no
23,206,secondary,blue-collar,single,apr,0,no
27,395,primary,admin.,married,apr,0,no
43,2374,secondary,blue-collar,married,apr,2,no
27,153,secondary,blue-collar,single,apr,1,no
50,2420,secondary,services,married,apr,13,no
43,590,secondary,blue-collar,divorced,apr,0,no
32,1683,tertiary,management,married,apr,0,no
32,429,unknown,technician,married,apr,2,no
28,7102,secondary,technician,married,apr,9,no
35,2496,secondary,technician,single,apr,0,no
32,623,secondary,blue-collar,single,apr,0,no
38,511,secondary,technician,married,apr,4,no
54,489,primary,blue-collar,married,apr,3,no
31,667,tertiary,entrepreneur,single,apr,0,no
45,-79,primary,services,married,apr,2,no
42,0,secondary,admin.,married,apr,0,no
29,3331,secondary,services,single,apr,2,no
30,20,secondary,services,single,apr,1,no
39,1107,tertiary,student,single,apr,0,no
55,617,secondary,services,married,apr,0,no
48,515,secondary,services,married,apr,0,no
42,317,secondary,management,divorced,apr,0,no
46,2904,primary,blue-collar,married,apr,0,no
35,1257,secondary,blue-collar,married,apr,7,no
51,563,secondary,management,married,apr,0,no
32,705,tertiary,technician,single,apr,0,no
37,1012,secondary,technician,single,apr,0,no
34,6707,tertiary,management,single,apr,4,no
42,-150,secondary,blue-collar,married,apr,0,no
32,-632,secondary,services,married,apr,0,no
56,6677,primary,blue-collar,married,apr,0,no
51,2832,primary,blue-collar,married,apr,12,no
37,2390,secondary,blue-collar,single,apr,12,no
34,409,secondary,services,married,apr,0,no
39,621,unknown,blue-collar,married,apr,0,yes
35,731,secondary,blue-collar,married,apr,0,no
48,4,secondary,admin.,divorced,apr,10,no
46,131,secondary,entrepreneur,married,apr,0,no
44,109,secondary,management,single,apr,3,no
34,790,secondary,services,married,apr,1,no
36,924,secondary,services,married,apr,0,no
35,129,tertiary,entrepreneur,married,apr,5,no
38,336,secondary,management,married,apr,0,no
46,605,unknown,technician,married,apr,0,no
47,306,secondary,services,married,apr,0,no
34,577,tertiary,management,married,apr,1,no
29,0,secondary,services,married,apr,0,no
29,3007,secondary,blue-collar,married,apr,0,no
45,-63,primary,technician,married,apr,0,no
33,641,secondary,technician,single,apr,0,no
44,634,secondary,services,married,apr,0,no
48,-874,secondary,admin.,single,apr,7,no
28,230,tertiary,technician,single,apr,0,no
33,1158,secondary,admin.,married,apr,0,no
38,0,primary,services,divorced,apr,3,no
41,1384,secondary,blue-collar,married,apr,4,no
35,257,secondary,technician,married,apr,0,no
29,457,secondary,blue-collar,married,apr,1,no
47,1265,secondary,admin.,married,apr,0,no
33,1590,secondary,admin.,single,apr,1,no
38,7303,tertiary,management,single,apr,0,no
52,725,secondary,admin.,divorced,apr,1,no
29,131,primary,admin.,married,apr,0,no
33,2202,secondary,blue-collar,single,apr,0,no
33,6947,secondary,technician,married,apr,0,no
37,1448,secondary,management,divorced,apr,2,no
33,1586,tertiary,admin.,divorced,apr,0,no
36,-502,tertiary,entrepreneur,married,apr,0,no
50,3924,primary,blue-collar,married,apr,0,no
35,1454,secondary,blue-collar,married,apr,0,no
37,47,secondary,services,married,apr,0,no
34,305,secondary,services,married,apr,0,no
43,514,secondary,blue-collar,married,apr,0,no
35,407,secondary,blue-collar,married,apr,0,no
42,1686,tertiary,management,married,apr,0,no
32,268,tertiary,management,married,apr,0,no
26,5169,tertiary,student,single,apr,0,no
37,-129,secondary,blue-collar,married,apr,1,no
34,1553,secondary,services,married,apr,8,no
27,497,primary,blue-collar,single,apr,1,no
36,245,secondary,self-employed,single,apr,0,no
34,151,tertiary,management,single,apr,0,no
40,2129,primary,blue-collar,married,apr,0,no
38,472,tertiary,technician,married,apr,3,no
58,1112,secondary,management,married,apr,0,no
38,2669,secondary,services,married,apr,0,no
55,2359,secondary,admin.,single,apr,0,no
32,419,secondary,blue-collar,married,apr,2,no
35,1364,secondary,technician,married,apr,0,no
39,143,primary,blue-collar,married,apr,1,no
38,8669,tertiary,management,single,apr,6,no
28,254,primary,blue-collar,married,apr,0,no
34,4248,secondary,technician,married,apr,0,no
24,597,secondary,student,single,apr,0,yes
36,459,secondary,blue-collar,single,apr,0,no
35,966,secondary,technician,single,apr,0,no
37,0,secondary,blue-collar,divorced,apr,0,yes
35,1750,tertiary,management,single,apr,0,yes
26,10086,tertiary,student,single,apr,0,yes
57,6900,primary,management,married,apr,0,no
30,411,tertiary,technician,single,apr,0,no
27,832,tertiary,admin.,single,apr,0,no
29,3466,secondary,technician,single,apr,0,yes
63,2193,unknown,retired,married,apr,0,yes
95,2282,primary,retired,divorced,apr,0,yes
65,1973,tertiary,retired,married,apr,0,yes
37,749,secondary,admin.,married,apr,0,no
55,3873,primary,blue-collar,married,apr,0,no
59,10925,secondary,technician,married,apr,0,yes
35,704,tertiary,management,single,apr,0,yes
32,462,tertiary,management,single,apr,0,no
74,9480,secondary,retired,married,apr,0,yes
56,3391,primary,unemployed,married,apr,0,yes
58,310,secondary,admin.,married,apr,0,no
34,0,secondary,services,married,apr,0,no
71,1486,tertiary,retired,married,apr,0,no
37,585,tertiary,management,married,apr,0,no
59,1080,secondary,retired,married,apr,0,no
26,1134,tertiary,student,single,apr,0,yes
46,4629,tertiary,management,divorced,apr,0,no
30,6281,unknown,blue-collar,single,apr,0,yes
29,123,secondary,self-employed,married,apr,1,yes
67,2144,tertiary,retired,single,apr,0,yes
31,354,tertiary,management,single,apr,0,yes
78,8556,primary,retired,married,apr,0,yes
45,0,unknown,unknown,divorced,apr,0,yes
29,2,secondary,blue-collar,single,apr,0,yes
39,1108,tertiary,admin.,married,apr,0,yes
45,212,tertiary,management,married,apr,0,yes
37,4174,tertiary,management,married,apr,0,no
63,-40,secondary,admin.,married,apr,0,no
30,1527,primary,student,single,apr,0,no
39,720,secondary,admin.,single,apr,5,no
44,509,unknown,technician,single,apr,0,no
71,780,tertiary,retired,divorced,apr,0,no
29,482,tertiary,management,married,apr,0,no
66,2552,primary,blue-collar,married,apr,0,no
31,2984,tertiary,management,married,apr,0,no
45,5110,tertiary,technician,married,apr,0,yes
32,10281,tertiary,management,single,apr,0,yes
36,17,secondary,student,single,apr,0,yes
41,942,unknown,unknown,single,apr,0,yes
38,0,secondary,technician,married,apr,0,yes
34,136,tertiary,management,married,apr,0,no
41,1757,tertiary,management,divorced,apr,13,yes
64,826,tertiary,technician,married,apr,0,no
64,679,tertiary,management,married,apr,0,no
32,5514,tertiary,technician,single,apr,1,yes
69,1080,primary,housemaid,married,apr,0,no
33,882,tertiary,admin.,married,apr,4,yes
39,1442,secondary,services,married,apr,0,no
30,81,tertiary,services,married,apr,0,yes
65,276,primary,retired,married,apr,0,yes
45,429,primary,admin.,divorced,apr,1,yes
42,10072,tertiary,self-employed,married,apr,0,no
66,2262,tertiary,retired,married,apr,0,no
75,2991,tertiary,retired,married,apr,0,yes
75,1093,unknown,admin.,married,apr,0,no
65,90,tertiary,management,divorced,apr,0,yes
53,3754,tertiary,management,married,apr,2,yes
40,395,primary,management,married,apr,0,yes
69,247,tertiary,retired,divorced,apr,0,yes
27,3792,secondary,blue-collar,single,apr,0,yes
52,0,secondary,admin.,married,apr,1,no
31,676,tertiary,admin.,single,apr,2,yes
25,8,secondary,student,single,apr,0,yes
34,0,tertiary,management,married,apr,0,no
30,40,secondary,admin.,single,apr,0,no
31,1734,tertiary,self-employed,single,apr,0,no
37,0,secondary,technician,married,apr,0,yes
32,2069,tertiary,management,single,apr,0,yes
82,211,unknown,retired,married,apr,0,no
53,665,secondary,retired,married,apr,0,yes
45,506,tertiary,management,married,apr,0,yes
45,383,secondary,unemployed,married,apr,0,no
35,8,tertiary,management,married,apr,0,yes
53,1958,secondary,admin.,single,apr,0,no
32,228,secondary,blue-collar,single,apr,0,no
52,5193,secondary,management,married,apr,0,no
19,1247,primary,student,single,apr,0,no
74,670,primary,retired,married,apr,0,yes
37,0,tertiary,management,married,apr,7,yes
81,122,primary,retired,married,apr,0,no
29,246,tertiary,self-employed,married,apr,0,no
59,1939,primary,blue-collar,married,apr,0,yes
76,1780,unknown,management,married,apr,0,yes
39,722,tertiary,admin.,married,apr,0,no
22,61,secondary,admin.,single,apr,0,no
25,0,secondary,blue-collar,single,apr,0,yes
62,1625,secondary,unemployed,married,apr,0,no
27,955,secondary,services,single,apr,0,yes
39,732,secondary,admin.,married,apr,0,yes
32,314,secondary,admin.,single,apr,1,no
24,2022,unknown,services,single,apr,0,yes
19,96,secondary,student,single,apr,0,no
28,4099,tertiary,blue-collar,single,apr,0,yes
67,3377,tertiary,retired,single,apr,0,no
30,482,secondary,admin.,married,apr,0,no
51,4917,tertiary,management,married,apr,0,yes
66,2883,primary,retired,married,apr,0,yes
28,1374,primary,unemployed,single,apr,0,yes
49,493,tertiary,management,single,apr,0,no
34,144,tertiary,technician,single,apr,0,no
29,224,tertiary,management,single,apr,3,yes
43,-169,secondary,admin.,married,apr,0,no
46,454,unknown,services,single,apr,0,no
33,692,tertiary,services,single,apr,0,no
30,398,tertiary,management,single,apr,0,yes
72,763,primary,retired,married,apr,0,yes
27,88,tertiary,management,single,apr,0,no
58,3027,secondary,blue-collar,married,apr,0,yes
52,722,secondary,admin.,married,apr,0,no
35,183,secondary,technician,single,apr,0,no
32,2974,tertiary,management,single,apr,1,yes
31,1081,tertiary,technician,single,apr,2,yes
75,18,primary,retired,divorced,apr,0,no
72,796,primary,retired,married,apr,0,no
36,0,secondary,admin.,married,apr,0,no
29,4328,tertiary,management,married,apr,0,no
23,577,tertiary,student,single,apr,0,no
71,383,tertiary,technician,married,apr,0,yes
41,0,secondary,unemployed,married,apr,0,no
30,5836,secondary,student,single,apr,0,no
37,3913,tertiary,admin.,married,apr,0,yes
53,122,tertiary,admin.,divorced,apr,0,no
24,3415,tertiary,student,single,apr,0,yes
31,2395,tertiary,management,married,apr,0,no
25,7604,secondary,services,single,apr,0,no
56,3287,tertiary,management,divorced,apr,0,yes
65,3629,primary,retired,married,apr,0,yes
26,2170,tertiary,admin.,single,apr,0,no
57,813,tertiary,management,married,apr,0,no
72,132,tertiary,self-employed,married,apr,0,yes
52,0,tertiary,admin.,divorced,apr,0,no
44,167,tertiary,management,married,apr,0,no
55,6770,tertiary,management,married,apr,0,no
33,1450,unknown,technician,married,apr,0,no
51,726,secondary,admin.,single,apr,0,yes
54,276,secondary,admin.,married,apr,0,no
24,2376,tertiary,self-employed,single,apr,0,yes
35,506,tertiary,self-employed,married,apr,0,no
30,457,secondary,admin.,single,apr,0,no
46,213,tertiary,management,married,apr,0,no
35,629,tertiary,technician,married,apr,0,no
36,531,primary,housemaid,married,apr,0,no
55,1989,secondary,services,married,apr,0,no
42,71,secondary,admin.,married,apr,0,no
60,2301,primary,technician,married,apr,0,no
47,0,tertiary,management,divorced,apr,0,no
42,784,primary,blue-collar,married,apr,0,no
70,383,primary,retired,divorced,apr,0,no
77,1208,secondary,retired,married,apr,0,no
62,1486,secondary,retired,married,apr,0,no
34,0,tertiary,technician,married,apr,0,no
68,20723,secondary,retired,married,apr,0,no
33,3446,tertiary,blue-collar,single,apr,0,no
31,608,tertiary,admin.,married,apr,0,no
35,149,secondary,blue-collar,married,apr,1,yes
34,640,secondary,blue-collar,married,apr,0,yes
29,7707,secondary,admin.,married,apr,2,yes
25,0,tertiary,technician,single,apr,0,no
62,115,primary,blue-collar,married,apr,0,no
31,4319,tertiary,management,single,apr,1,no
26,6791,tertiary,management,single,apr,0,no
58,760,secondary,technician,married,apr,0,no
73,542,primary,retired,married,apr,0,no
30,53,tertiary,technician,single,apr,0,yes
28,104,tertiary,entrepreneur,single,apr,0,no
47,3940,secondary,housemaid,married,apr,1,no
34,612,tertiary,management,single,apr,0,no
41,2226,tertiary,management,married,apr,0,no
35,35,secondary,technician,married,apr,0,no
46,526,secondary,self-employed,single,apr,2,yes
39,15,secondary,technician,single,apr,0,yes
30,213,secondary,admin.,single,apr,0,no
45,242,tertiary,management,married,apr,0,yes
28,377,secondary,admin.,single,apr,0,yes
52,94,secondary,unemployed,married,apr,0,yes
59,363,primary,retired,married,apr,0,yes
29,1441,tertiary,management,married,apr,2,no
35,62,tertiary,admin.,single,apr,0,no
38,1970,secondary,services,married,apr,1,yes
47,1167,secondary,technician,married,apr,5,yes
52,49,secondary,unemployed,married,apr,0,no
52,193,tertiary,management,married,apr,1,yes
28,113,secondary,technician,single,apr,0,no
38,0,tertiary,management,married,apr,0,yes
29,78,secondary,student,single,apr,0,yes
41,2767,tertiary,management,married,apr,0,no
36,1291,tertiary,unemployed,single,apr,1,yes
55,6690,secondary,retired,married,apr,0,no
58,1425,tertiary,retired,married,apr,0,yes
31,3382,tertiary,technician,married,apr,0,yes
51,618,primary,housemaid,married,apr,1,no
30,803,tertiary,services,single,apr,0,no
59,5583,secondary,retired,divorced,apr,0,yes
48,344,secondary,admin.,married,apr,2,no
27,828,tertiary,management,single,apr,0,no
59,1116,unknown,retired,married,apr,0,no
47,1230,secondary,blue-collar,married,apr,1,yes
26,19,unknown,student,single,apr,0,no
31,4105,secondary,technician,single,apr,0,no
