age,balance,contact,duration,education,job,marital,month,previous,y
31,1257,cellular,350,secondary,blue-collar,single,may,0,no
30,303,cellular,176,tertiary,entrepreneur,single,may,4,no
50,622,cellular,93,secondary,services,divorced,may,0,no
46,24598,cellular,118,tertiary,management,divorced,may,3,no
26,681,cellular,336,secondary,admin.,single,may,3,no
48,685,cellular,387,secondary,blue-collar,married,may,0,no
43,-418,cellular,106,primary,blue-collar,married,may,0,no
36,-531,cellular,205,secondary,technician,married,may,0,no
41,783,cellular,135,secondary,admin.,divorced,may,2,no
36,1038,telephone,42,secondary,technician,married,may,0,no
41,3237,cellular,240,primary,blue-collar,single,may,4,no
29,-13,cellular,512,secondary,technician,single,may,0,no
36,2178,cellular,75,tertiary,management,married,may,0,no
43,0,cellular,88,secondary,services,single,may,0,no
29,8,cellular,41,tertiary,management,married,may,0,no
59,502,telephone,27,primary,housemaid,divorced,may,0,no
39,8654,cellular,181,primary,services,divorced,may,0,no
51,421,cellular,306,secondary,self-employed,married,may,0,no
31,1750,telephone,90,tertiary,management,married,may,0,no
35,911,cellular,136,secondary,blue-collar,married,may,7,no
36,994,cellular,154,primary,blue-collar,married,may,8,no
41,3895,cellular,305,secondary,admin.,single,may,11,no
28,3,cellular,190,secondary,technician,single,may,0,no
35,612,telephone,47,secondary,blue-collar,married,may,0,no
47,-169,cellular,172,primary,blue-collar,married,may,1,no
33,49,cellular,170,secondary,self-employed,married,may,0,no
33,968,cellular,204,secondary,services,married,may,0,no
38,1307,cellular,294,tertiary,technician,divorced,may,0,no
41,174,cellular,367,secondary,blue-collar,divorced,may,1,no
40,2805,cellular,173,primary,blue-collar,married,may,23,no
55,-288,cellular,62,secondary,admin.,divorced,may,2,no
33,170,telephone,113,primary,blue-collar,married,may,4,no
33,207,cellular,629,secondary,services,married,may,0,yes
47,1358,cellular,80,secondary,admin.,married,may,0,no
41,356,cellular,90,secondary,blue-collar,married,may,0,no
47,355,cellular,144,primary,blue-collar,single,may,1,no
41,315,telephone,28,secondary,unemployed,single,may,0,no
33,331,cellular,178,secondary,blue-collar,married,may,5,no
37,987,cellular,306,secondary,technician,married,may,0,no
37,3051,cellular,386,primary,blue-collar,married,may,0,no
38,677,cellular,114,secondary,self-employed,single,may,0,no
27,3354,cellular,493,secondary,services,single,may,0,no
42,343,telephone,33,secondary,blue-collar,married,may,7,no
43,536,cellular,167,tertiary,management,married,may,0,no
57,0,cellular,125,secondary,blue-collar,married,may,0,no
39,-223,cellular,185,primary,blue-collar,married,may,0,no
28,213,cellular,341,secondary,admin.,married,may,0,no
32,687,cellular,415,secondary,services,married,may,2,no
33,-14,cellular,223,secondary,blue-collar,single,may,0,no
32,45,cellular,908,secondary,admin.,single,may,7,no
31,2030,cellular,168,tertiary,student,single,may,2,no
39,26,cellular,166,secondary,services,single,may,0,no
34,97,cellular,67,tertiary,blue-collar,single,may,0,no
49,584,telephone,167,primary,blue-collar,married,may,1,no
35,667,cellular,10,secondary,blue-collar,married,may,27,no
46,1291,cellular,142,primary,blue-collar,married,may,17,no
37,20,telephone,151,secondary,services,married,may,0,no
49,137,cellular,384,primary,entrepreneur,married,may,0,no
31,4687,cellular,192,secondary,services,married,may,0,no
43,7973,cellular,100,secondary,blue-collar,married,may,0,no
48,-50,cellular,212,primary,blue-collar,married,may,0,no
33,1074,cellular,308,secondary,technician,single,may,0,no
33,686,telephone,30,secondary,blue-collar,married,may,12,no
32,344,cellular,54,secondary,technician,married,may,0,no
48,430,cellular,340,primary,blue-collar,married,may,8,no
39,522,telephone,225,secondary,blue-collar,single,may,2,no
42,154,telephone,346,secondary,services,married,may,1,no
30,326,cellular,197,secondary,services,single,may,0,no
37,4954,cellular,290,secondary,services,married,may,3,no
32,78,cellular,72,primary,blue-collar,single,may,0,no
38,215,cellular,115,secondary,self-employed,married,may,2,no
42,191,telephone,382,primary,blue-collar,married,may,1,no
29,59,cellular,100,secondary,blue-collar,married,may,2,no
52,751,cellular,165,tertiary,management,married,may,5,no
32,744,cellular,506,tertiary,student,married,may,1,no
59,422,cellular,647,tertiary,retired,married,may,0,yes
36,568,cellular,140,secondary,services,single,may,2,no
30,386,cellular,253,primary,entrepreneur,married,may,0,no
35,-167,cellular,195,primary,blue-collar,married,may,1,no
33,101,cellular,235,secondary,blue-collar,married,may,4,no
26,787,cellular,68,secondary,admin.,single,may,1,no
30,317,cellular,165,tertiary,technician,divorced,may,5,no
29,555,cellular,133,secondary,blue-collar,single,may,0,no
48,168,cellular,100,secondary,technician,divorced,may,1,no
33,-242,cellular,49,secondary,technician,single,may,0,no
36,125,cellular,676,secondary,technician,single,may,0,yes
40,602,cellular,145,tertiary,technician,married,may,7,no
40,252,cellular,103,tertiary,self-employed,married,may,0,no
30,637,cellular,69,secondary,services,married,may,0,no
34,2,cellular,153,secondary,services,single,may,0,yes
39,164,telephone,26,secondary,blue-collar,married,may,2,no
28,1900,cellular,9,tertiary,entrepreneur,married,may,0,no
31,342,cellular,117,secondary,services,single,may,7,no
40,60,cellular,460,secondary,admin.,single,may,6,no
41,1377,cellular,111,unknown,self-employed,married,may,2,no
38,195,cellular,165,primary,blue-collar,married,may,0,no
48,666,cellular,10,primary,retired,divorced,may,0,no
33,109,telephone,12,tertiary,technician,single,may,3,no
47,452,cellular,113,secondary,admin.,married,may,0,no
50,111,telephone,8,primary,blue-collar,married,may,1,no
28,293,cellular,194,secondary,student,single,may,0,no
39,7066,cellular,667,secondary,services,single,may,3,yes
42,146,cellular,670,secondary,services,married,may,1,yes
37,357,cellular,14,primary,blue-collar,married,may,3,no
30,148,cellular,115,secondary,technician,single,may,0,no
27,-152,cellular,14,tertiary,services,single,may,0,no
31,591,cellular,14,secondary,technician,single,may,0,no
27,-145,telephone,289,secondary,admin.,single,may,0,no
57,530,telephone,10,secondary,services,married,may,7,no
39,43,cellular,354,secondary,blue-collar,married,may,0,no
47,175,cellular,236,secondary,admin.,married,may,7,no
30,872,cellular,61,tertiary,management,single,may,2,no
42,680,cellular,306,secondary,blue-collar,married,may,2,no
38,10357,cellular,103,secondary,management,married,may,0,no
51,5885,cellular,172,secondary,services,married,may,0,no
29,363,cellular,164,secondary,services,married,may,0,no
30,28,cellular,778,secondary,technician,single,may,1,no
46,4602,telephone,39,primary,blue-collar,married,may,0,no
48,1159,cellular,1181,secondary,blue-collar,married,may,0,no
31,177,cellular,124,tertiary,management,single,may,0,no
35,3000,cellular,162,tertiary,management,single,may,0,no
43,232,cellular,45,primary,blue-collar,married,may,0,no
27,500,cellular,16,primary,blue-collar,married,may,6,no
32,-538,cellular,233,secondary,services,married,may,1,no
23,738,cellular,347,secondary,admin.,single,may,0,no
43,28,cellular,136,tertiary,management,married,may,1,no
45,615,cellular,133,secondary,blue-collar,single,may,0,no
28,8,cellular,196,secondary,blue-collar,married,may,0,no
60,496,cellular,655,secondary,retired,divorced,may,0,yes
35,253,cellular,452,secondary,blue-collar,married,may,1,no
36,577,cellular,33,tertiary,self-employed,single,may,1,no
31,0,cellular,56,secondary,entrepreneur,single,may,1,no
28,916,cellular,191,secondary,technician,married,may,2,no
34,0,cellular,78,secondary,admin.,married,may,0,no
30,-143,cellular,85,secondary,services,single,may,0,no
28,511,cellular,274,secondary,services,married,may,5,no
40,398,cellular,642,secondary,technician,single,may,0,no
24,230,cellular,73,secondary,admin.,married,may,0,no
44,36,cellular,551,primary,blue-collar,single,may,2,yes
25,541,cellular,607,secondary,admin.,married,may,4,no
34,176,cellular,67,secondary,blue-collar,divorced,may,5,no
21,-172,cellular,409,primary,blue-collar,married,may,3,yes
29,940,cellular,382,secondary,blue-collar,married,may,0,yes
52,-100,cellular,7,primary,blue-collar,divorced,may,15,no
34,1317,cellular,239,tertiary,technician,divorced,may,0,no
47,1480,cellular,144,secondary,blue-collar,divorced,may,1,no
33,433,cellular,54,primary,blue-collar,single,may,0,no
41,793,cellular,123,secondary,blue-collar,divorced,may,1,no
51,0,cellular,60,tertiary,management,married,may,7,no
42,466,cellular,123,secondary,services,married,may,0,no
34,-257,cellular,160,secondary,blue-collar,married,may,4,no
28,113,cellular,270,secondary,services,single,may,0,no
56,-40,cellular,311,secondary,services,single,may,2,yes
39,49,cellular,259,primary,blue-collar,married,may,0,no
28,558,cellular,300,tertiary,technician,single,may,0,no
27,1535,cellular,238,primary,blue-collar,married,may,0,no
30,140,cellular,760,secondary,services,single,may,0,yes
23,3198,cellular,224,primary,blue-collar,single,may,2,no
33,7419,cellular,21,tertiary,management,single,may,29,no
33,849,cellular,128,tertiary,technician,single,may,5,no
57,334,cellular,169,tertiary,management,married,may,2,no
38,773,cellular,198,secondary,services,married,may,1,no
37,949,cellular,302,secondary,blue-collar,married,may,0,no
52,1039,telephone,146,secondary,blue-collar,married,may,0,no
51,113,cellular,71,secondary,blue-collar,divorced,may,0,no
25,543,cellular,302,secondary,blue-collar,single,may,0,no
26,77,cellular,619,secondary,services,married,may,4,yes
34,580,cellular,88,secondary,technician,married,may,0,no
35,85,cellular,213,primary,blue-collar,single,may,1,no
49,400,telephone,64,primary,services,divorced,may,0,no
32,1297,cellular,250,tertiary,management,married,may,0,no
32,1398,cellular,233,secondary,services,married,may,0,no
31,122,cellular,49,secondary,admin.,married,may,1,no
39,1102,cellular,124,secondary,blue-collar,married,may,3,no
29,368,cellular,345,secondary,blue-collar,married,may,7,no
28,1325,cellular,242,secondary,blue-collar,married,may,0,no
48,-13,cellular,20,tertiary,management,married,may,2,no
34,2139,cellular,1452,secondary,blue-collar,married,may,0,no
30,79,cellular,317,primary,services,single,may,0,no
40,192,cellular,16,secondary,technician,married,may,5,no
38,4312,cellular,67,tertiary,housemaid,divorced,may,6,no
60,174,cellular,241,secondary,admin.,divorced,may,1,no
32,-252,cellular,250,tertiary,management,single,may,0,no
42,156,telephone,7,primary,blue-collar,single,may,5,no
57,179,cellular,67,primary,admin.,divorced,may,2,no
34,11350,cellular,153,tertiary,management,single,may,1,no
30,0,cellular,432,primary,blue-collar,married,may,0,no
31,291,cellular,48,tertiary,management,single,may,0,no
35,286,cellular,158,secondary,blue-collar,divorced,may,4,no
33,1996,cellular,72,secondary,entrepreneur,married,may,1,no
30,278,cellular,148,secondary,admin.,single,may,0,no
30,-118,cellular,377,secondary,admin.,single,may,0,no
37,-59,cellular,169,secondary,blue-collar,divorced,may,1,no
44,5781,cellular,195,secondary,services,married,may,0,no
24,-94,cellular,217,secondary,admin.,married,may,0,no
31,1194,cellular,50,tertiary,self-employed,married,may,0,no
34,4782,cellular,160,tertiary,management,single,may,1,no
33,1156,cellular,612,secondary,services,divorced,may,2,no
32,336,cellular,64,tertiary,management,single,may,0,no
28,4,cellular,310,secondary,blue-collar,married,may,0,no
37,222,cellular,7,secondary,blue-collar,married,may,1,no
45,215,cellular,14,secondary,admin.,married,may,0,no
27,212,cellular,373,tertiary,management,single,may,0,no
32,388,cellular,58,tertiary,technician,single,may,2,no
30,123,cellular,55,primary,blue-collar,married,may,0,no
28,769,cellular,153,secondary,technician,single,may,2,no
50,226,cellular,98,primary,blue-collar,married,may,5,no
44,362,cellular,180,primary,blue-collar,married,may,0,no
35,712,cellular,192,primary,self-employed,married,may,3,no
46,-816,cellular,68,secondary,self-employed,married,may,0,no
24,145,cellular,520,primary,blue-collar,single,may,1,no
31,290,cellular,148,primary,blue-collar,married,may,3,no
38,0,cellular,64,unknown,admin.,single,may,0,no
32,91,cellular,119,secondary,blue-collar,divorced,may,12,no
34,787,cellular,665,secondary,housemaid,divorced,may,0,no
35,22,cellular,1190,primary,blue-collar,married,may,2,yes
33,217,cellular,132,secondary,self-employed,married,may,5,no
32,15,cellular,391,secondary,services,married,may,0,no
35,1849,cellular,111,tertiary,unemployed,married,may,0,no
40,178,cellular,188,secondary,blue-collar,divorced,may,0,no
27,484,cellular,210,secondary,blue-collar,married,may,2,no
43,-1,cellular,51,secondary,services,married,may,2,no
36,391,cellular,185,tertiary,technician,single,may,8,no
22,-51,cellular,859,secondary,blue-collar,single,may,0,yes
41,2067,cellular,493,primary,blue-collar,married,may,0,no
29,13,cellular,26,tertiary,management,single,may,0,no
28,-42,cellular,192,secondary,blue-collar,married,may,3,no
34,-25,cellular,207,secondary,technician,married,may,0,no
59,2345,cellular,399,primary,management,married,may,0,no
26,26,cellular,899,secondary,blue-collar,single,may,0,yes
39,-202,cellular,157,secondary,blue-collar,divorced,may,0,no
31,178,cellular,415,secondary,blue-collar,single,may,5,no
31,699,cellular,282,tertiary,technician,single,may,4,no
47,1474,cellular,77,secondary,services,married,may,3,no
28,154,cellular,536,secondary,admin.,single,may,1,yes
28,221,cellular,176,tertiary,student,single,may,0,no
30,-228,cellular,101,secondary,admin.,single,may,1,no
31,-256,cellular,272,tertiary,technician,married,may,5,no
39,1254,cellular,133,secondary,blue-collar,married,may,5,no
33,1211,cellular,39,secondary,blue-collar,single,may,4,no
32,3695,cellular,34,tertiary,self-employed,divorced,may,3,no
39,10,telephone,23,unknown,blue-collar,single,may,10,no
30,581,cellular,267,secondary,services,single,may,1,no
38,1027,cellular,12,secondary,blue-collar,married,may,0,no
30,592,cellular,353,secondary,technician,single,may,0,no
45,-497,cellular,217,tertiary,self-employed,married,may,1,no
27,808,cellular,578,tertiary,technician,single,may,1,no
51,94,cellular,77,primary,housemaid,divorced,may,4,no
35,534,cellular,669,secondary,admin.,divorced,may,3,yes
42,-106,cellular,495,secondary,admin.,divorced,may,3,no
57,-967,telephone,8,secondary,admin.,married,may,0,no
32,2597,cellular,233,secondary,blue-collar,single,may,1,no
28,1372,cellular,48,tertiary,blue-collar,single,may,1,no
32,-234,cellular,24,secondary,technician,single,may,0,no
27,1531,cellular,187,tertiary,management,married,may,4,no
43,68,cellular,159,secondary,services,married,may,0,no
26,130,cellular,283,secondary,unemployed,single,may,0,no
35,1265,cellular,326,tertiary,housemaid,married,may,4,yes
32,1531,cellular,58,tertiary,admin.,single,may,5,no
40,-450,cellular,181,secondary,blue-collar,married,may,0,no
37,851,cellular,151,primary,blue-collar,single,may,1,no
31,4561,cellular,301,tertiary,technician,single,may,2,no
26,276,cellular,106,secondary,technician,single,may,4,no
30,413,cellular,148,primary,blue-collar,single,may,4,no
59,3573,cellular,44,secondary,blue-collar,divorced,may,0,no
23,567,cellular,358,secondary,services,single,may,0,no
55,-466,cellular,901,tertiary,technician,married,may,0,yes
27,317,cellular,1286,secondary,technician,married,may,0,no
33,1138,cellular,122,primary,blue-collar,married,may,4,no
28,7,cellular,87,secondary,admin.,single,may,0,no
26,641,cellular,55,tertiary,student,single,may,1,no
32,75,cellular,127,secondary,blue-collar,single,may,0,no
32,38,cellular,744,secondary,services,married,may,0,yes
35,705,cellular,177,secondary,technician,single,may,3,no
31,154,cellular,454,secondary,blue-collar,married,may,0,no
28,703,cellular,485,secondary,management,single,may,1,yes
48,501,cellular,12,secondary,blue-collar,divorced,may,0,no
31,360,cellular,332,secondary,admin.,divorced,may,2,no
31,39,cellular,123,secondary,blue-collar,single,may,0,no
53,210,cellular,984,primary,blue-collar,single,may,1,no
29,10191,cellular,282,primary,blue-collar,married,may,0,no
34,431,cellular,514,primary,blue-collar,married,may,0,no
24,246,cellular,224,secondary,technician,single,may,0,no
37,-29,cellular,25,primary,blue-collar,married,may,5,no
34,362,cellular,151,secondary,blue-collar,married,may,0,no
30,1323,cellular,223,tertiary,technician,single,may,0,no
31,685,cellular,552,secondary,admin.,married,may,3,yes
43,3549,cellular,7,secondary,blue-collar,married,may,0,no
32,-341,cellular,339,secondary,services,single,may,3,no
23,15,cellular,76,unknown,services,single,may,2,no
29,499,cellular,338,tertiary,management,single,may,0,no
49,169,cellular,82,primary,admin.,married,may,0,no
58,10,cellular,298,primary,technician,married,may,0,no
29,710,cellular,51,secondary,admin.,single,may,2,no
38,1583,cellular,386,primary,blue-collar,single,may,0,no
26,2047,cellular,457,secondary,services,single,may,0,no
42,9277,cellular,395,secondary,services,married,may,3,no
23,780,cellular,416,secondary,blue-collar,single,may,0,yes
24,388,cellular,193,primary,blue-collar,single,may,0,no
45,5315,cellular,262,primary,entrepreneur,married,may,0,no
33,174,cellular,45,secondary,services,married,may,1,no
38,1099,cellular,22,primary,blue-collar,married,may,0,no
26,-67,cellular,637,tertiary,technician,single,may,0,yes
39,98,telephone,59,unknown,entrepreneur,married,may,1,no
36,421,cellular,34,secondary,blue-collar,divorced,may,4,no
42,34,cellular,272,tertiary,entrepreneur,married,may,0,no
24,2,cellular,48,secondary,student,single,may,0,no
35,-89,cellular,75,secondary,technician,single,may,1,no
56,276,cellular,301,secondary,technician,married,may,1,no
38,1270,cellular,164,secondary,technician,single,may,6,no
30,714,cellular,199,primary,blue-collar,married,may,0,no
30,-206,cellular,133,secondary,technician,married,may,0,no
46,1085,cellular,523,primary,blue-collar,married,may,58,yes
27,-74,cellular,151,secondary,services,single,may,1,no
32,1987,telephone,36,secondary,services,single,may,2,no
29,-24,cellular,325,primary,blue-collar,single,may,0,no
39,197,cellular,193,primary,management,married,may,0,no
31,-365,cellular,36,primary,blue-collar,married,may,0,no
31,-4,cellular,110,secondary,blue-collar,single,may,0,no
39,3165,cellular,56,secondary,services,married,may,2,no
23,-295,cellular,411,secondary,blue-collar,married,may,2,no
29,213,cellular,174,secondary,technician,single,may,1,no
33,450,cellular,148,secondary,services,single,may,2,no
28,83,cellular,224,secondary,blue-collar,married,may,0,no
28,-545,cellular,322,secondary,blue-collar,single,may,0,no
25,1433,cellular,520,tertiary,student,single,may,0,no
44,-179,cellular,333,secondary,admin.,divorced,may,0,no
24,3,cellular,311,secondary,blue-collar,single,may,0,no
30,-100,cellular,292,secondary,services,single,may,0,no
28,-267,cellular,145,secondary,blue-collar,single,may,4,no
35,1374,cellular,319,tertiary,admin.,single,may,0,no
32,721,cellular,128,tertiary,entrepreneur,married,may,0,no
32,1710,cellular,439,tertiary,technician,single,may,3,no
36,647,cellular,290,secondary,services,married,may,0,no
34,4260,cellular,375,primary,blue-collar,single,may,0,no
31,1340,cellular,185,secondary,admin.,single,may,0,no
25,171,cellular,178,secondary,blue-collar,single,may,2,no
33,463,cellular,27,secondary,blue-collar,married,may,0,no
46,51,cellular,333,secondary,blue-collar,married,may,0,no
28,221,cellular,256,secondary,services,single,may,0,no
43,10910,cellular,66,secondary,blue-collar,married,may,0,no
30,878,cellular,173,unknown,technician,single,may,3,no
35,8903,cellular,171,tertiary,unemployed,divorced,may,6,no
24,91,cellular,134,tertiary,self-employed,single,may,0,no
45,900,telephone,26,primary,blue-collar,married,may,1,no
33,-198,cellular,256,secondary,services,single,may,3,no
58,781,cellular,74,primary,blue-collar,married,may,0,no
37,508,cellular,340,primary,blue-collar,married,may,0,no
31,-254,cellular,237,secondary,admin.,divorced,may,0,no
34,29,cellular,285,secondary,blue-collar,married,may,0,yes
29,149,cellular,242,primary,blue-collar,married,may,0,no
22,2589,cellular,239,secondary,student,single,may,1,no
60,38,cellular,109,primary,blue-collar,married,may,1,no
60,560,cellular,730,tertiary,management,single,may,0,yes
30,3037,cellular,10,tertiary,entrepreneur,married,may,7,no
35,6781,cellular,19,tertiary,management,single,may,0,no
38,553,cellular,178,secondary,technician,single,may,8,no
58,260,telephone,71,primary,housemaid,married,may,3,no
50,172,cellular,7,primary,retired,married,may,0,no
32,2,cellular,16,secondary,blue-collar,married,may,1,no
32,180,telephone,45,secondary,services,married,may,0,no
41,526,cellular,229,tertiary,management,married,may,4,no
43,285,cellular,22,unknown,blue-collar,married,may,0,no
24,926,cellular,191,secondary,admin.,single,may,0,no
28,22,cellular,536,tertiary,student,single,may,0,yes
29,6567,cellular,792,secondary,services,married,may,1,yes
31,184,cellular,178,secondary,blue-collar,single,may,0,no
55,1078,cellular,41,secondary,blue-collar,married,may,0,no
47,14,cellular,142,unknown,self-employed,married,may,0,no
35,2791,cellular,45,secondary,services,married,may,0,no
25,691,cellular,333,secondary,technician,married,may,2,no
38,257,cellular,10,secondary,admin.,married,may,0,no
32,99,cellular,166,secondary,blue-collar,married,may,0,no
34,2994,cellular,358,secondary,blue-collar,married,may,1,no
39,-50,cellular,100,primary,blue-collar,married,may,0,no
33,624,cellular,423,secondary,services,married,may,0,no
29,405,cellular,84,secondary,admin.,single,may,1,no
30,683,cellular,66,secondary,services,married,may,0,no
39,2139,cellular,576,secondary,entrepreneur,married,may,1,yes
44,167,cellular,79,secondary,blue-collar,married,may,1,no
53,50,cellular,669,tertiary,management,divorced,may,3,yes
27,311,cellular,50,secondary,services,married,may,1,no
39,680,cellular,135,secondary,entrepreneur,married,may,2,no
31,147,cellular,456,secondary,student,married,may,0,no
33,142,cellular,87,primary,management,married,may,1,no
32,435,cellular,676,tertiary,management,single,may,0,no
29,722,cellular,78,primary,blue-collar,single,may,1,no
49,505,telephone,354,secondary,self-employed,married,may,0,no
32,6042,cellular,183,secondary,admin.,single,may,1,no
42,505,cellular,117,secondary,blue-collar,married,may,0,no
55,-747,cellular,265,primary,services,married,may,0,no
49,132,cellular,98,secondary,admin.,divorced,may,1,no
26,626,cellular,412,secondary,technician,single,may,0,no
30,1692,cellular,251,tertiary,management,single,may,0,no
29,47,cellular,245,secondary,blue-collar,married,may,0,no
54,582,cellular,693,secondary,unemployed,married,may,2,yes
29,80,cellular,15,tertiary,student,single,may,1,no
34,6979,cellular,14,secondary,admin.,single,may,0,no
25,1395,cellular,268,tertiary,blue-collar,single,may,0,no
26,212,cellular,144,secondary,services,single,may,1,no
31,210,cellular,166,secondary,blue-collar,single,may,0,no
51,-227,cellular,404,tertiary,management,divorced,may,0,no
34,-285,cellular,192,secondary,management,married,may,3,no
34,194,cellular,1015,secondary,technician,single,may,0,yes
27,353,cellular,663,secondary,services,single,may,0,yes
28,217,cellular,238,secondary,student,single,may,1,no
32,252,cellular,52,primary,blue-collar,married,may,0,no
23,2211,cellular,210,secondary,services,married,may,0,no
42,198,cellular,133,secondary,blue-collar,divorced,may,0,no
26,2138,cellular,18,secondary,student,single,may,1,no
39,-650,cellular,123,secondary,admin.,married,may,1,no
29,226,cellular,261,tertiary,technician,single,may,0,no
52,134,cellular,81,primary,blue-collar,married,may,3,no
36,1479,cellular,65,secondary,admin.,married,may,0,no
28,341,cellular,437,secondary,services,single,may,3,yes
37,1175,cellular,102,secondary,services,single,may,2,no
29,339,cellular,63,secondary,blue-collar,married,may,2,no
41,6000,cellular,217,tertiary,self-employed,married,may,1,no
29,1388,cellular,157,tertiary,management,single,may,0,no
32,2198,cellular,463,primary,blue-collar,married,may,4,no
39,-172,cellular,562,tertiary,entrepreneur,married,may,0,yes
37,-212,cellular,189,primary,blue-collar,married,may,1,no
30,95,cellular,220,primary,technician,married,may,1,no
39,12,cellular,500,secondary,technician,single,may,2,no
27,-15,cellular,212,unknown,blue-collar,single,may,6,no
41,2002,cellular,172,secondary,admin.,single,may,1,no
32,118,cellular,20,secondary,services,married,may,0,no
58,5431,cellular,327,primary,blue-collar,married,may,1,no
41,2550,cellular,894,secondary,admin.,divorced,may,2,no
40,438,cellular,823,secondary,admin.,married,may,0,no
28,2257,cellular,352,secondary,blue-collar,married,may,0,no
21,126,telephone,52,secondary,student,single,may,0,no
31,728,cellular,152,secondary,admin.,married,may,4,no
30,717,cellular,116,tertiary,services,single,may,0,no
34,4062,cellular,29,secondary,services,single,may,0,no
60,-639,cellular,585,secondary,retired,divorced,may,0,yes
27,144,cellular,95,tertiary,admin.,single,may,0,no
23,252,cellular,56,secondary,admin.,single,may,0,no
22,118,cellular,564,secondary,admin.,single,may,0,no
28,-215,cellular,188,secondary,admin.,single,may,3,no
25,1056,cellular,363,tertiary,admin.,single,may,0,no
52,2396,cellular,48,primary,blue-collar,married,may,0,no
32,3268,cellular,147,secondary,services,married,may,0,no
33,2411,cellular,360,secondary,services,divorced,may,0,no
41,49,cellular,342,secondary,blue-collar,married,may,0,no
28,0,cellular,6,secondary,blue-collar,married,may,0,no
23,556,cellular,170,secondary,student,single,may,0,no
50,181,cellular,119,primary,admin.,single,may,3,no
60,4974,cellular,80,secondary,retired,divorced,may,0,no
26,864,cellular,659,secondary,student,single,may,0,yes
32,134,cellular,532,secondary,management,married,may,0,yes
39,2288,cellular,265,primary,blue-collar,married,may,0,no
40,592,telephone,15,tertiary,management,married,may,0,no
48,244,cellular,54,primary,blue-collar,single,may,0,no
40,50,cellular,837,secondary,admin.,single,may,0,yes
33,1,cellular,67,secondary,blue-collar,married,may,3,no
46,2851,cellular,77,tertiary,management,married,may,0,no
30,340,cellular,136,secondary,management,single,may,1,no
41,2399,cellular,303,secondary,services,married,may,2,no
38,2069,cellular,358,tertiary,entrepreneur,married,may,0,no
34,1614,cellular,228,secondary,blue-collar,divorced,may,1,no
33,35,cellular,47,primary,blue-collar,married,may,0,no
39,315,cellular,259,primary,blue-collar,married,may,3,no
25,507,cellular,832,secondary,admin.,single,may,3,yes
23,8627,cellular,169,primary,blue-collar,single,may,1,no
21,66,cellular,31,secondary,admin.,single,may,2,no
22,4038,cellular,1380,secondary,student,single,may,0,no
28,372,cellular,201,tertiary,technician,single,may,2,no
42,1370,cellular,36,secondary,services,married,may,0,no
44,-101,cellular,679,primary,blue-collar,married,may,4,yes
33,287,cellular,199,tertiary,management,married,may,3,no
41,89,cellular,58,primary,blue-collar,married,may,2,no
52,-50,cellular,129,primary,technician,married,may,0,no
47,-290,cellular,495,primary,blue-collar,married,may,0,no
27,940,cellular,141,secondary,blue-collar,single,may,3,no
33,165,cellular,139,primary,blue-collar,single,may,0,no
41,2540,cellular,82,secondary,blue-collar,divorced,may,1,no
48,480,cellular,830,secondary,blue-collar,married,may,2,yes
37,-22,cellular,317,secondary,entrepreneur,single,may,0,yes
35,1501,cellular,26,secondary,technician,single,may,1,no
39,878,cellular,611,secondary,admin.,divorced,may,0,yes
46,810,cellular,33,tertiary,management,married,may,1,no
52,144,cellular,362,secondary,technician,divorced,may,0,no
40,2574,cellular,432,secondary,admin.,married,may,1,yes
26,17,cellular,86,primary,blue-collar,single,may,2,no
25,173,cellular,186,secondary,technician,single,may,0,no
33,309,cellular,42,primary,blue-collar,married,may,0,no
24,833,cellular,956,secondary,blue-collar,single,may,0,yes
27,20,cellular,175,secondary,blue-collar,single,may,3,no
30,1761,cellular,229,tertiary,management,single,may,1,no
29,940,cellular,757,tertiary,technician,single,may,1,no
48,975,cellular,521,secondary,services,married,may,0,no
25,1919,cellular,264,secondary,student,single,may,4,no
31,-1,cellular,99,secondary,admin.,single,may,1,no
42,169,telephone,87,secondary,entrepreneur,married,may,0,no
26,255,cellular,401,tertiary,entrepreneur,single,may,0,no
51,1174,cellular,301,secondary,technician,married,may,0,no
26,46,cellular,17,secondary,services,single,may,6,no
58,66,cellular,184,primary,blue-collar,married,may,0,no
30,3,cellular,42,secondary,blue-collar,married,may,1,no
36,103,cellular,200,secondary,blue-collar,single,may,0,no
49,1230,cellular,167,secondary,blue-collar,married,may,3,no
37,309,cellular,58,secondary,admin.,single,may,0,no
38,226,cellular,167,secondary,blue-collar,divorced,may,0,no
39,400,cellular,237,secondary,technician,single,may,0,no
31,527,cellular,98,tertiary,management,married,may,1,no
40,771,cellular,173,secondary,services,married,may,0,no
46,72,cellular,165,unknown,services,married,may,0,no
31,2734,cellular,858,tertiary,management,single,may,0,yes
29,-114,cellular,132,secondary,blue-collar,married,may,2,no
57,39,cellular,114,secondary,management,married,may,0,no
33,1064,cellular,173,secondary,technician,single,may,0,no
56,-458,cellular,406,tertiary,retired,divorced,may,3,no
42,241,cellular,1012,secondary,admin.,divorced,may,0,yes
31,74,cellular,13,tertiary,management,single,may,0,no
30,-109,cellular,73,secondary,technician,single,may,2,no
35,-133,cellular,160,secondary,admin.,divorced,may,0,no
34,390,cellular,372,primary,blue-collar,divorced,may,2,no
34,0,cellular,206,primary,blue-collar,divorced,may,0,no
34,2360,cellular,137,tertiary,management,single,may,1,no
