level_0,index,age,workclass,education,marital_status,occupation,sex,income
22682,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
22684,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22685,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
22686,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22688,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22689,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
22690,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22691,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
22694,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
22695,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22696,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
22697,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22698,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22700,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
22701,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22702,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
22703,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
22704,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
22705,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
22706,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22707,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22710,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
22711,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
22712,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22713,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
22714,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22715,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
22716,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
22717,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22719,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
22721,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
22722,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22723,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22724,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
22725,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22726,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22727,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22728,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22729,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22730,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22731,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
22732,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
22733,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22734,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22735,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22736,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
22737,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
22738,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22739,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22741,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
22742,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
22743,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22744,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
22745,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22746,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22747,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
22748,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22749,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
22750,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22751,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22752,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
22753,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
22754,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22755,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22756,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
22757,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
22758,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22759,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
22760,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
22761,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22762,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22763,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
22765,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
22766,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22767,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
22768,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22769,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22770,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
22771,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
22772,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22773,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
22775,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22776,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
22778,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
22781,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
22782,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
22783,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22785,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22786,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
22787,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
22788,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
22789,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
22790,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
22791,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
22792,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
22793,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22794,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22795,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
22796,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22797,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22798,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
22799,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
22800,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22801,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22802,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
22803,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22804,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22805,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22806,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22807,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
22808,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22809,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22810,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
22812,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22813,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22814,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
22815,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22818,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
22819,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
22821,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22822,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22823,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
22824,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
22825,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
22826,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22827,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22828,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22829,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
22830,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
22831,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22832,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22833,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
22834,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
22835,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22836,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22837,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
22838,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
22839,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22842,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
22843,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
22844,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
22846,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
22847,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22849,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22850,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
22853,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22856,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22857,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22858,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22860,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
22861,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
22862,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
22863,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
22864,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22865,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
22866,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
22868,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22869,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
22870,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
22871,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22872,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22873,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22874,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
22875,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22876,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22877,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
22878,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22879,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
22880,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
22883,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22884,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
22885,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22886,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22887,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
22888,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
22889,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22891,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
22892,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22894,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22895,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22896,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
22897,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22898,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
22901,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22902,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
22903,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
22904,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22905,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22906,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
22907,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
22908,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22909,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
22910,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22911,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
22912,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22913,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22917,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22918,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22919,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
22920,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22921,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22922,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22923,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
22926,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
22927,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22928,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
22929,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22930,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,>50K
22932,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
22933,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
22934,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
22935,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22936,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22937,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
22938,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22939,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22940,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22941,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22942,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22944,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22946,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22947,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22948,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22949,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22951,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22952,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
22953,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,>50K
22955,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
22957,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22960,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22961,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
22962,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22963,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22964,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
22965,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22967,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22968,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22970,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22971,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22972,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
22973,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22974,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
22975,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
22976,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22977,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22978,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
22979,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
22980,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
22981,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
22982,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22984,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
22985,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
22986,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
22988,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22989,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
22990,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
22991,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
22992,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
22993,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
22994,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
22995,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
22996,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
22998,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23000,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23001,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
23002,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
23003,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23004,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23005,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
23006,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
23007,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23008,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
23009,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
23010,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23011,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23012,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23013,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23014,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
23015,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23016,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
23017,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23018,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
23019,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23021,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23022,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23023,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23024,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23026,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23027,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
23029,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23030,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23031,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23033,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23034,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23035,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23036,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23037,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23038,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23039,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23040,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23041,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
23042,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23043,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23046,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23047,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
23048,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23049,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
23050,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
23053,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23054,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23057,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23058,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23059,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
23060,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
23062,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
23063,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
23064,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
23065,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23066,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23067,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23069,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
23070,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
