level_0,index,age,workclass,education,marital_status,occupation,sex,income
25077,25077,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25078,25078,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25079,25079,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25080,25080,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25081,25081,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25083,25083,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
25085,25085,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25086,25086,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
25087,25087,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
25088,25088,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25089,25089,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25090,25090,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25091,25091,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25092,25092,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25095,25095,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
25096,25096,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25097,25097,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25098,25098,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25099,25099,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
25100,25100,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
25102,25102,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25103,25103,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25104,25104,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
25105,25105,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25109,25109,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25111,25111,"[40, 80[",Government,Higher education,Spouse not present,Technical,Female,<=50K
25113,25113,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
25114,25114,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25115,25115,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
25116,25116,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25117,25117,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25118,25118,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25122,25122,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25123,25123,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25125,25125,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25126,25126,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25127,25127,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25128,25128,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
25129,25129,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
25130,25130,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25131,25131,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25132,25132,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
25133,25133,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25134,25134,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25136,25136,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25138,25138,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25140,25140,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25141,25141,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
25142,25142,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25144,25144,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25145,25145,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25146,25146,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25148,25148,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25149,25149,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
25151,25151,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25153,25153,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
25155,25155,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25156,25156,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
25157,25157,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25158,25158,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25159,25159,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25160,25160,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25161,25161,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25164,25164,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25165,25165,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
25166,25166,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25168,25168,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25169,25169,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
25170,25170,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
25171,25171,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25172,25172,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25173,25173,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25174,25174,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25175,25175,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,>50K
25176,25176,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25177,25177,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
25179,25179,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25180,25180,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25181,25181,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25182,25182,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25185,25185,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25187,25187,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25188,25188,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25189,25189,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
25190,25190,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25192,25192,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25193,25193,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25194,25194,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25195,25195,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25196,25196,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25197,25197,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25198,25198,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25199,25199,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25200,25200,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
25201,25201,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25203,25203,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25204,25204,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
25206,25206,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25207,25207,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25208,25208,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25209,25209,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25210,25210,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25212,25212,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25213,25213,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25214,25214,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25215,25215,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25216,25216,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
25217,25217,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
25218,25218,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25219,25219,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25221,25221,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25223,25223,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,>50K
25224,25224,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25226,25226,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25227,25227,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25229,25229,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25231,25231,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25232,25232,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25233,25233,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25234,25234,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25235,25235,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25236,25236,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25237,25237,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25238,25238,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25239,25239,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
25241,25241,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
25242,25242,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25243,25243,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25244,25244,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25245,25245,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25246,25246,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
25247,25247,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25248,25248,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25249,25249,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25250,25250,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25251,25251,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25252,25252,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
25254,25254,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25255,25255,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25256,25256,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25257,25257,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25258,25258,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25259,25259,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25260,25260,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25263,25263,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25264,25264,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25265,25265,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25266,25266,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,>50K
25267,25267,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
25268,25268,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25269,25269,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25270,25270,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25273,25273,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
25274,25274,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25275,25275,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25276,25276,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
25278,25278,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25279,25279,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25280,25280,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25281,25281,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25282,25282,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
25284,25284,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
25285,25285,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25286,25286,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25288,25288,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
25289,25289,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,>50K
25290,25290,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25291,25291,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25292,25292,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
25293,25293,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
25295,25295,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25297,25297,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25299,25299,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25301,25301,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25302,25302,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25303,25303,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25306,25306,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
25307,25307,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
25308,25308,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25310,25310,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25311,25311,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25313,25313,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25315,25315,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25316,25316,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25317,25317,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25319,25319,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25320,25320,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
25321,25321,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25322,25322,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25323,25323,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25324,25324,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25325,25325,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25326,25326,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25330,25330,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25331,25331,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25333,25333,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25334,25334,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25336,25336,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25337,25337,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25338,25338,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25339,25339,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25342,25342,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25343,25343,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25344,25344,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25345,25345,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25346,25346,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
25347,25347,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25348,25348,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
25349,25349,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25350,25350,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25351,25351,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25352,25352,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25353,25353,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25354,25354,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
25355,25355,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25356,25356,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25357,25357,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
25358,25358,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25359,25359,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25361,25361,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25363,25363,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25364,25364,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
25366,25366,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25367,25367,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25368,25368,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25371,25371,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
25372,25372,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25373,25373,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25374,25374,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
25376,25376,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25377,25377,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25378,25378,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25379,25379,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
25380,25380,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25382,25382,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25383,25383,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25384,25384,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
25385,25385,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25386,25386,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25387,25387,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25389,25389,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25391,25391,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25392,25392,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25393,25393,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25394,25394,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25396,25396,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25398,25398,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25399,25399,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25400,25400,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
25401,25401,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25402,25402,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
25403,25403,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25404,25404,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25405,25405,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25407,25407,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25409,25409,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
25410,25410,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25412,25412,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
25414,25414,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25415,25415,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25416,25416,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25418,25418,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25419,25419,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25420,25420,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25422,25422,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25423,25423,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
25426,25426,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25427,25427,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25428,25428,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25430,25430,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25431,25431,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25432,25432,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
25436,25436,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
25437,25437,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25438,25438,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25439,25439,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25440,25440,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
25443,25443,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
25444,25444,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25445,25445,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25446,25446,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
25447,25447,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
25448,25448,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
25450,25450,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
25451,25451,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25452,25452,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
25456,25456,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
25457,25457,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25458,25458,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25460,25460,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
25461,25461,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
25463,25463,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25464,25464,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25465,25465,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25466,25466,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
25468,25468,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
25469,25469,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
25470,25470,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25471,25471,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25472,25472,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25473,25473,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25474,25474,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25477,25477,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
25478,25478,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25480,25480,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
25481,25481,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25483,25483,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
25484,25484,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
25486,25486,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
25487,25487,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
25488,25488,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
25489,25489,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
25491,25491,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
25492,25492,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
