-8019,[-8000,<-8000,<-8000,<-8000,"[-10000,0[",<0,*
7134,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7135,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7137,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7138,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7154,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7159,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7162,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7171,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7175,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7177,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7179,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7180,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7190,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7192,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7195,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7197,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7198,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7203,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7208,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7216,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7218,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7222,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7225,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7242,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7245,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7249,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7252,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7254,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7255,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7263,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7264,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7265,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7279,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7289,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7290,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7296,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7298,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7303,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7304,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7313,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7317,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7318,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7331,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7336,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7337,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7338,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7343,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7345,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7351,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7353,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7357,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7365,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7369,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7372,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7373,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7378,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7384,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7386,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7387,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7388,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7396,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7400,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7406,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7408,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7419,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7424,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7426,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7429,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7433,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7434,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7440,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7441,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7443,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7444,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7449,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7451,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7454,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7458,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7459,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7464,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7468,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7469,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7475,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7482,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7485,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7487,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7495,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7496,"[7000,7500[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7503,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7505,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7506,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7509,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7513,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7518,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7522,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7529,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7530,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7531,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7541,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7544,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7546,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7547,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7554,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7558,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7560,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7561,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7567,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7578,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7579,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7585,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7586,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7595,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7598,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7601,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7602,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7604,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7606,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7608,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7612,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7613,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7620,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7621,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7622,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7623,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7624,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7628,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7631,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7633,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7634,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7635,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7641,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7649,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7653,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7668,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7673,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7685,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7687,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7695,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7696,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7699,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7702,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7704,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7707,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7708,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7711,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7712,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7717,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7724,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7727,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7735,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7741,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7742,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7743,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7744,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7747,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7752,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7766,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7773,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7780,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7781,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7783,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7785,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7788,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7791,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7798,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7800,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7802,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7803,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7811,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7813,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7816,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7818,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7819,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7821,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7822,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7825,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7826,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7831,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7832,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7836,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7838,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7845,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7848,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7858,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7861,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7863,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7864,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7867,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7870,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7876,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7879,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7880,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7881,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7895,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7900,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7907,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7918,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7928,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7929,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7934,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7935,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7938,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7944,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7945,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7951,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7957,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7962,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7968,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7973,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7974,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7982,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7984,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7985,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
7990,"[7500,8000[","[7000,8000[","[6000,8000[","[4000,8000[","[0,10000[","[0,10000[",*
8000,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8001,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8004,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8014,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8015,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8016,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8017,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8023,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8025,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8029,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8032,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8036,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8037,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8038,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8040,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8043,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8044,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8047,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8066,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8077,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8079,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8089,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8093,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8094,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8097,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8101,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8103,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8104,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8106,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8107,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8112,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8114,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8118,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8119,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8121,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8127,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8131,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8132,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8135,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8136,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8138,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8139,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8141,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8142,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8148,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8150,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8152,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8153,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8163,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8165,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8167,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8180,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8195,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
8205,"[8000,8500[","[8000,9000[","[8000,10000[","[8000,12000[","[0,10000[","[0,10000[",*
